S.No,Language,School,Gender,Age,RuralOrUrban,Family Size,Parent's Cohabitation,Mother's Education,Father's Education,Mother's job ,Father's job,Reason to choose this school,Guardian,Traveltime ,Studytime,Failures ,School educational support,Family educational support,extra paid classes,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade ,final grade ,School educational support_Lag1,School educational support_Lag2,Family educational support_Lag1,Family educational support_Lag2,extra paid classes_Lag1,extra paid classes_Lag2,Total Grade
445,Portugese,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2.5,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,13,12,12,no,no,yes,no,no,no,12.25
446,Portugese,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2.5,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,0,14,13,13,yes,no,yes,yes,no,no,13.25
447,Portugese,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,16,14,16,no,yes,yes,yes,no,no,15.5
448,Portugese,GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,4,10,9,9,no,no,yes,yes,no,no,9.25
449,Portugese,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,0,13,12,12,no,no,no,yes,no,no,12.25
450,Portugese,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,0,13,12,13,yes,no,yes,no,no,no,12.75
451,Portugese,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12,no,yes,no,yes,no,no,12.25
452,Portugese,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,0,15,14,15,no,no,no,no,no,no,14.75
453,Portugese,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,15,15,16,no,no,yes,no,no,no,15.5
454,Portugese,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2.5,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,14,13,14,no,no,yes,yes,no,no,13.75
455,Portugese,GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,2,16,15,16,yes,no,yes,yes,no,no,15.75
456,Portugese,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2.5,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,0,17,16,16,no,yes,yes,yes,yes,no,16.25
457,Portugese,GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,0,10,10,16,no,no,yes,yes,no,yes,13
458,Portugese,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2.5,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,0,13,13,10,yes,no,yes,yes,no,no,11.5
459,Portugese,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,7.5,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,0,14,13,13,yes,yes,no,yes,no,no,13.25
460,Portugese,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2.5,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12,12,yes,yes,yes,no,no,no,12.25
461,Portugese,GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,16,yes,yes,no,yes,no,no,15.75
462,Portugese,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,11,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,11,12,12,no,yes,yes,no,no,no,11.75
463,Portugese,GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,11,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,10,9,10,no,no,yes,yes,no,no,9.75
464,Portugese,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2.5,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11,10,11,yes,no,yes,yes,no,no,10.75
465,Portugese,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,11,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,15,15,15,yes,yes,yes,yes,no,no,15
466,Portugese,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,11,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,13,11,11,no,yes,yes,yes,no,no,11.5
467,Portugese,GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,11,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,11,9,10,no,no,yes,yes,no,no,10
468,Portugese,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2.5,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11,no,no,no,yes,no,no,11.5
469,Portugese,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14,yes,no,yes,no,no,no,13.5
470,Portugese,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2.5,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11,no,yes,no,yes,no,no,11
471,Portugese,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11,yes,no,yes,no,no,no,11
472,Portugese,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,11,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11,no,yes,yes,yes,no,no,11.25
473,Portugese,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,11,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13,no,no,no,yes,no,no,13
474,Portugese,GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10,no,no,no,no,no,no,9.5
475,Portugese,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,12,11,11,yes,no,yes,no,no,no,11.25
476,Portugese,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,no,yes,yes,yes,no,no,11.5
477,Portugese,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,7.5,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,yes,no,yes,yes,no,no,9.25
478,Portugese,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11,yes,yes,no,yes,no,no,11.25
479,Portugese,GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2.5,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,no,yes,yes,no,no,no,12.75
480,Portugese,GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2.5,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,no,no,no,yes,yes,no,12.25
481,Portugese,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2.5,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,no,no,yes,no,no,yes,11.75
482,Portugese,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2.5,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11,no,no,no,yes,no,no,11.5
483,Portugese,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,no,no,yes,no,no,no,15
484,Portugese,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2.5,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11,no,no,yes,yes,no,no,11
485,Portugese,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10,no,no,no,yes,no,no,9.5
486,Portugese,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,no,no,yes,no,no,no,10.5
487,Portugese,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,no,no,yes,yes,no,no,13.25
488,Portugese,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2.5,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,no,no,no,yes,no,no,12.25
489,Portugese,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,yes,no,yes,no,no,no,13.75
490,Portugese,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,11,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,no,yes,yes,yes,no,no,11.75
491,Portugese,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,11,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,no,no,yes,yes,no,no,13
492,Portugese,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11,yes,no,yes,yes,yes,no,10.5
493,Portugese,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2.5,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12,yes,yes,yes,yes,yes,yes,12.25
494,Portugese,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,no,yes,yes,yes,no,yes,12.75
495,Portugese,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,7.5,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13,no,no,no,yes,no,no,12.75
496,Portugese,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,yes,no,yes,no,no,no,8.5
497,Portugese,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,yes,yes,yes,yes,no,no,16
498,Portugese,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,no,yes,yes,yes,no,no,12.25
499,Portugese,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2.5,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,no,no,yes,yes,yes,no,10.25
500,Portugese,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,yes,no,yes,yes,no,yes,16
501,Portugese,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,11,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,no,yes,yes,yes,no,no,10
502,Portugese,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,11,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,yes,no,no,yes,no,no,10
503,Portugese,GP,M,16,U,GT3,T,3,3,services,other,home,father,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,yes,yes,yes,no,no,no,13.75
504,Portugese,GP,M,15,R,GT3,T,4,4,other,other,home,father,4,11,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,no,yes,yes,yes,no,no,11
505,Portugese,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,no,no,yes,yes,no,no,14.5
506,Portugese,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,no,no,yes,yes,no,no,13.75
507,Portugese,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,7.5,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,no,no,no,yes,no,no,11
508,Portugese,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2.5,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,yes,no,yes,no,no,no,9.5
509,Portugese,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,yes,yes,no,yes,no,no,17.75
510,Portugese,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,no,yes,no,no,no,no,9.75
511,Portugese,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,no,no,no,no,no,no,14.5
512,Portugese,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2.5,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,no,no,yes,no,no,no,15.75
513,Portugese,GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,no,no,yes,yes,no,no,14.5
514,Portugese,GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2.5,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,no,no,no,yes,no,no,11.25
515,Portugese,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,no,no,yes,no,no,no,13.75
516,Portugese,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2.5,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,no,no,no,yes,no,no,14
517,Portugese,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,11,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,no,no,no,no,no,no,13.25
518,Portugese,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2.5,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,no,no,yes,no,no,no,13
519,Portugese,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,no,no,yes,yes,no,no,12.75
520,Portugese,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2.5,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,no,no,yes,yes,no,no,11.25
521,Portugese,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,no,no,no,yes,no,no,9
522,Portugese,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2.5,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,yes,no,no,no,no,no,10.75
523,Portugese,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2.5,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,yes,yes,no,no,no,no,10.25
524,Portugese,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,no,yes,yes,no,no,no,14.5
525,Portugese,GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,7.5,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,no,no,no,yes,no,no,12.75
526,Portugese,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,7.5,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,no,no,yes,no,no,no,11.25
527,Portugese,GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2.5,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,no,no,yes,yes,no,no,8.75
528,Portugese,GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,no,no,yes,yes,no,no,10.75
529,Portugese,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,no,no,yes,yes,no,no,12.25
530,Portugese,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,no,no,yes,yes,no,no,12.25
531,Portugese,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,no,no,yes,yes,no,no,14
532,Portugese,GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,no,no,no,yes,no,no,10
533,Portugese,GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,no,no,no,no,no,no,11.5
534,Portugese,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2.5,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,no,no,no,no,no,no,11.25
535,Portugese,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,no,no,yes,no,no,no,14.25
536,Portugese,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2.5,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,no,no,yes,yes,no,no,9.75
537,Portugese,GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2.5,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,no,no,no,yes,no,no,13.25
538,Portugese,GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,no,no,yes,no,no,no,11.5
539,Portugese,GP,F,18,U,GT3,A,3,2,other,services,course,other,1,7.5,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,no,no,no,yes,no,no,11.25
540,Portugese,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,no,no,yes,no,no,no,11.25
541,Portugese,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,no,no,yes,yes,no,no,9.5
542,Portugese,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2.5,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,no,no,yes,yes,no,no,10
543,Portugese,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,no,no,no,yes,no,no,13.75
544,Portugese,GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,no,no,no,no,no,no,8.75
545,Portugese,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,11,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,no,no,no,no,no,no,10.5
546,Portugese,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2.5,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,yes,no,yes,no,no,no,8.75
547,Portugese,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,no,yes,no,yes,no,no,13.5
548,Portugese,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,no,no,yes,no,no,no,11.25
549,Portugese,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,7.5,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,no,no,yes,yes,no,no,13
550,Portugese,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,no,no,yes,yes,no,no,10.75
551,Portugese,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,no,no,no,yes,no,no,7
552,Portugese,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,no,no,yes,no,no,no,12
553,Portugese,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,no,no,yes,yes,no,no,10.25
554,Portugese,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2.5,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,no,no,yes,yes,no,no,11
555,Portugese,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2.5,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,no,no,yes,yes,no,no,12.75
556,Portugese,GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2.5,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,no,no,yes,yes,no,no,11
557,Portugese,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,no,no,no,yes,no,no,8.5
558,Portugese,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,no,no,yes,no,no,no,11.25
560,Portugese,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,no,no,no,yes,no,no,9.75
561,Portugese,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,7.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,no,no,no,no,no,no,13
562,Portugese,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,no,no,yes,no,yes,no,10.5
563,Portugese,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,no,no,yes,yes,no,yes,13
564,Portugese,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2.5,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,yes,no,yes,yes,no,no,7.75
565,Portugese,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,yes,yes,no,yes,yes,no,9.25
566,Portugese,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,no,yes,no,no,no,yes,10.75
567,Portugese,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,no,no,yes,no,no,no,11
569,Portugese,GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,no,no,no,yes,no,no,9.25
570,Portugese,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,no,no,no,no,no,no,8.5
571,Portugese,GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2.5,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,no,no,no,no,yes,no,7.25
572,Portugese,GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,yes,no,yes,no,no,yes,9.25
573,Portugese,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,no,yes,no,yes,no,no,8.25
574,Portugese,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2.5,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,no,no,no,no,no,no,8
575,Portugese,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,no,no,no,no,no,no,7.75
576,Portugese,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2.5,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,no,no,yes,no,no,no,10.25
577,Portugese,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2.5,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,no,no,no,yes,no,no,17.5
578,Portugese,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2.5,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,no,no,no,no,no,no,12.5
579,Portugese,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,no,no,yes,no,no,no,16.5
580,Portugese,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,no,no,yes,yes,no,no,9.5
581,Portugese,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,no,no,yes,yes,no,no,17.25
582,Portugese,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,no,no,yes,yes,no,no,10
